plantid;date;longueur;largeur;note
MMA3092;2017-06-15;170.51;93.25;Légère variabilité observée.
MMA3092;2017-07-15;180.91;172.23;Condition normale pour la saison.
MMA3092;2017-08-15;189.10;138.52;Condition normale pour la saison.
MMA3092;2017-09-15;132.08;145.37;Rien à signaler.
MMA3092;2017-10-15;65.25;193.20;Condition normale pour la saison.
MMA3094;2017-05-15;143.18;141.05;Légère variabilité observée.
MMA3094;2017-06-15;50.14;199.99;Condition normale pour la saison.
MMA3094;2017-07-15;178.92;64.89;Condition normale pour la saison.
MMA3094;2017-08-15;99.59;66.96;Condition normale pour la saison.
MMA3094;2017-09-15;51.08;117.07;Rien à signaler.
MMA3094;2017-10-15;155.36;168.25;Rien à signaler.
MMA3096;2017-05-15;127.39;131.88;Condition normale pour la saison.
MMA3096;2017-06-15;161.73;79.01;Légère variabilité observée.
MMA3096;2017-07-15;72.91;198.97;Rien à signaler.
MMA3096;2017-08-15;130.00;95.98;Rien à signaler.
MMA3096;2017-09-15;153.41;76.49;Rien à signaler.
MMA3096;2017-10-15;136.37;192.26;Légère variabilité observée.
MMA3098;2017-05-15;107.75;93.69;Condition normale pour la saison.
MMA3098;2017-06-15;174.73;199.04;Rien à signaler.
MMA3098;2017-07-15;57.79;51.67;Condition normale pour la saison.
MMA3098;2017-08-15;93.88;142.05;Légère variabilité observée.
MMA3098;2017-09-15;124.12;93.43;Condition normale pour la saison.
MMA3098;2017-10-15;52.56;102.95;Condition normale pour la saison.
MMA3100;2017-05-15;58.38;71.55;Condition normale pour la saison.
MMA3100;2017-06-15;155.08;158.99;Rien à signaler.
MMA3100;2017-07-15;199.02;59.75;Rien à signaler.
MMA3100;2017-08-15;116.64;150.89;Condition normale pour la saison.
MMA3100;2017-09-15;185.38;186.94;Condition normale pour la saison.
MMA3100;2017-10-15;182.00;94.58;Condition normale pour la saison.
MMA4002;2017-05-15;170.03;117.99;Condition normale pour la saison.
MMA4002;2017-06-15;176.20;116.24;Légère variabilité observée.
MMA4002;2017-07-15;164.53;188.83;Rien à signaler.
MMA4002;2017-08-15;100.17;75.86;Rien à signaler.
MMA4002;2017-09-15;128.85;58.66;Rien à signaler.
MMA4002;2017-10-15;196.49;89.61;Condition normale pour la saison.
MMA4004;2017-05-15;123.23;77.28;Condition normale pour la saison.
MMA4004;2017-06-15;102.95;100.75;Condition normale pour la saison.
MMA4004;2017-07-15;138.34;104.51;Légère variabilité observée.
MMA4004;2017-08-15;92.70;198.79;Rien à signaler.
MMA4004;2017-09-15;113.27;102.93;Condition normale pour la saison.
MMA4004;2017-10-15;70.41;157.59;Condition normale pour la saison.
MMA4006;2017-05-15;102.13;95.72;Condition normale pour la saison.
MMA4006;2017-06-15;66.77;69.63;Condition normale pour la saison.
MMA4006;2017-07-15;66.62;112.22;Condition normale pour la saison.
MMA4006;2017-08-15;143.32;146.03;Rien à signaler.
MMA4006;2017-09-15;196.65;82.91;Légère variabilité observée.
MMA4006;2017-10-15;151.19;58.18;Légère variabilité observée.
MMA4008;2017-05-15;196.55;154.65;Légère variabilité observée.
MMA4008;2017-06-15;136.45;78.38;Rien à signaler.
MMA4008;2017-07-15;148.20;96.86;Rien à signaler.
MMA4008;2017-08-15;122.19;98.75;Rien à signaler.
MMA4008;2017-09-15;76.90;168.10;Légère variabilité observée.
MMA4008;2017-10-15;108.74;64.23;Condition normale pour la saison.
MMA4010;2017-05-15;110.79;154.50;Légère variabilité observée.
MMA4010;2017-06-15;55.44;197.66;Légère variabilité observée.
MMA4010;2017-07-15;91.39;122.70;Légère variabilité observée.
MMA4010;2017-08-15;67.33;191.66;Condition normale pour la saison.
MMA4010;2017-09-15;190.63;89.43;Légère variabilité observée.
MMA4010;2017-10-15;62.88;119.19;Légère variabilité observée.
MMA4012;2017-05-15;50.45;194.82;Condition normale pour la saison.
MMA4012;2017-06-15;124.22;145.98;Condition normale pour la saison.
MMA4012;2017-07-15;78.12;97.39;Condition normale pour la saison.
MMA4012;2017-08-15;164.17;112.17;Rien à signaler.
MMA4012;2017-09-15;61.41;103.52;Légère variabilité observée.
MMA4012;2017-10-15;63.79;195.79;Rien à signaler.
MMA4014;2017-05-15;184.39;91.62;Légère variabilité observée.
MMA4014;2017-06-15;119.75;193.02;Rien à signaler.
MMA4014;2017-07-15;156.42;84.08;Condition normale pour la saison.
MMA4014;2017-08-15;166.38;170.50;Légère variabilité observée.
MMA4014;2017-09-15;138.89;182.37;Condition normale pour la saison.
MMA4014;2017-10-15;104.25;152.73;Condition normale pour la saison.
MMA4016;2017-05-15;176.93;162.51;Condition normale pour la saison.
MMA4016;2017-06-15;140.99;146.16;Légère variabilité observée.
MMA4016;2017-07-15;125.81;152.97;Rien à signaler.
MMA4016;2017-08-15;186.62;199.02;Condition normale pour la saison.
MMA4016;2017-09-15;102.11;182.99;Rien à signaler.
MMA4016;2017-10-15;63.88;74.73;Condition normale pour la saison.
MMA4018;2017-05-15;77.30;164.56;Rien à signaler.
MMA4018;2017-06-15;151.38;190.70;Condition normale pour la saison.
MMA4018;2017-07-15;57.50;150.40;Légère variabilité observée.
MMA4018;2017-08-15;99.75;71.16;Condition normale pour la saison.
MMA4018;2017-09-15;180.93;64.34;Légère variabilité observée.
MMA4018;2017-10-15;126.91;90.51;Rien à signaler.
MMA4020;2017-05-15;115.07;96.57;Légère variabilité observée.
MMA4020;2017-06-15;61.33;101.35;Condition normale pour la saison.
MMA4020;2017-07-15;153.00;50.65;Condition normale pour la saison.
MMA4020;2017-08-15;162.01;130.43;Rien à signaler.
MMA4020;2017-09-15;123.28;175.17;Condition normale pour la saison.
MMA4020;2017-10-15;172.36;92.46;Condition normale pour la saison.
MMA4022;2017-05-15;99.37;173.59;Rien à signaler.
MMA4022;2017-06-15;89.88;182.28;Condition normale pour la saison.
MMA4022;2017-07-15;196.01;70.16;Condition normale pour la saison.
MMA4022;2017-08-15;191.96;113.07;Rien à signaler.
MMA4022;2017-09-15;186.26;177.50;Condition normale pour la saison.
MMA4022;2017-10-15;136.61;165.61;Légère variabilité observée.
MMA4024;2017-05-15;105.38;177.37;Condition normale pour la saison.
MMA4024;2017-06-15;171.08;194.61;Légère variabilité observée.
MMA4024;2017-07-15;177.87;146.34;Condition normale pour la saison.
MMA4024;2017-08-15;129.89;181.21;Condition normale pour la saison.
MMA4024;2017-09-15;186.49;75.03;Condition normale pour la saison.
MMA4024;2017-10-15;96.51;150.79;Condition normale pour la saison.
MMA4026;2017-05-15;65.51;145.57;Condition normale pour la saison.
MMA4026;2017-06-15;190.82;149.27;Rien à signaler.
MMA4026;2017-07-15;78.52;137.34;Condition normale pour la saison.
MMA4026;2017-08-15;90.06;66.36;Condition normale pour la saison.
MMA4026;2017-09-15;102.36;88.60;Condition normale pour la saison.
MMA4026;2017-10-15;143.04;87.72;Condition normale pour la saison.
MMA4028;2017-05-15;120.82;57.93;Condition normale pour la saison.
MMA4028;2017-06-15;193.13;158.82;Rien à signaler.
MMA4028;2017-07-15;141.39;191.56;Légère variabilité observée.
MMA4028;2017-08-15;150.64;83.19;Rien à signaler.
MMA4028;2017-09-15;170.20;184.28;Condition normale pour la saison.
MMA4028;2017-10-15;112.87;116.67;Légère variabilité observée.
MMA4030;2017-05-15;195.18;130.84;Condition normale pour la saison.
MMA4030;2017-06-15;82.04;182.68;Rien à signaler.
MMA4030;2017-07-15;179.90;117.61;Condition normale pour la saison.
MMA4030;2017-08-15;138.30;62.11;Condition normale pour la saison.
MMA4030;2017-09-15;107.03;78.85;Condition normale pour la saison.
MMA4030;2017-10-15;53.63;81.32;Condition normale pour la saison.
MMA4032;2017-05-15;193.00;129.08;Légère variabilité observée.
MMA4032;2017-06-15;177.04;55.65;Rien à signaler.
MMA4032;2017-07-15;53.00;166.83;Légère variabilité observée.
MMA4032;2017-08-15;125.73;169.67;Condition normale pour la saison.
MMA4032;2017-09-15;144.64;107.38;Condition normale pour la saison.
MMA4032;2017-10-15;122.24;158.06;Condition normale pour la saison.
MMA4034;2017-05-15;160.15;116.94;Condition normale pour la saison.
MMA4034;2017-06-15;178.11;106.93;Légère variabilité observée.
MMA4034;2017-07-15;106.97;112.07;Condition normale pour la saison.
MMA4034;2017-08-15;68.14;59.62;Condition normale pour la saison.
MMA4034;2017-09-15;167.76;197.01;Rien à signaler.
MMA4034;2017-10-15;134.93;120.90;Condition normale pour la saison.
MMA4036;2017-05-15;111.86;152.74;Condition normale pour la saison.
MMA4036;2017-06-15;97.13;126.62;Rien à signaler.
MMA4036;2017-07-15;75.92;160.35;Condition normale pour la saison.
MMA4036;2017-08-15;169.43;115.67;Légère variabilité observée.
MMA4036;2017-09-15;187.34;198.88;Condition normale pour la saison.
MMA4036;2017-10-15;185.90;163.57;Condition normale pour la saison.
MMA4038;2017-05-15;163.41;154.36;Rien à signaler.
MMA4038;2017-06-15;78.62;140.89;Condition normale pour la saison.
MMA4038;2017-07-15;129.72;50.30;Rien à signaler.
MMA4038;2017-08-15;79.67;125.89;Légère variabilité observée.
MMA4038;2017-09-15;172.24;60.85;Condition normale pour la saison.
MMA4038;2017-10-15;114.85;118.80;Condition normale pour la saison.
MMA4040;2017-05-15;184.86;136.13;Légère variabilité observée.
MMA4040;2017-06-15;197.73;66.20;Légère variabilité observée.
MMA4040;2017-07-15;155.46;67.50;Légère variabilité observée.
MMA4040;2017-08-15;170.11;100.25;Condition normale pour la saison.
MMA4040;2017-09-15;184.10;185.26;Condition normale pour la saison.
MMA4040;2017-10-15;107.41;184.79;Légère variabilité observée.
MMA4042;2017-05-15;198.41;137.68;Condition normale pour la saison.
MMA4042;2017-06-15;52.12;131.67;Rien à signaler.
MMA4042;2017-07-15;137.63;81.03;Légère variabilité observée.
MMA4042;2017-08-15;153.30;140.84;Légère variabilité observée.
MMA4042;2017-09-15;168.09;100.99;Condition normale pour la saison.
MMA4042;2017-10-15;128.20;99.71;Condition normale pour la saison.
MMA4044;2017-05-15;187.72;127.06;Légère variabilité observée.
MMA4044;2017-06-15;185.16;148.69;Condition normale pour la saison.
MMA4044;2017-07-15;87.73;128.12;Condition normale pour la saison.
MMA4044;2017-08-15;151.89;61.44;Condition normale pour la saison.
MMA4044;2017-09-15;127.20;162.75;Rien à signaler.
MMA4044;2017-10-15;167.94;120.28;Légère variabilité observée.
MMA4046;2017-05-15;178.16;172.67;Rien à signaler.
MMA4046;2017-06-15;135.35;105.05;Rien à signaler.
MMA4046;2017-07-15;140.74;153.95;Condition normale pour la saison.
MMA4046;2017-08-15;190.69;158.60;Rien à signaler.
MMA4046;2017-09-15;50.16;118.39;Condition normale pour la saison.
MMA4046;2017-10-15;88.92;120.47;Légère variabilité observée.
MMA4048;2017-05-15;141.90;191.23;Légère variabilité observée.
MMA4048;2017-06-15;181.41;167.52;Condition normale pour la saison.
MMA4048;2017-07-15;61.58;186.08;Légère variabilité observée.
MMA4048;2017-08-15;98.71;147.64;Légère variabilité observée.
MMA4048;2017-09-15;114.69;131.11;Condition normale pour la saison.
MMA4048;2017-10-15;77.54;154.77;Rien à signaler.
MMA4050;2017-05-15;170.99;162.72;Légère variabilité observée.
MMA4050;2017-06-15;64.39;171.40;Rien à signaler.
MMA4050;2017-07-15;151.10;197.01;Condition normale pour la saison.
MMA4050;2017-08-15;182.77;109.73;Rien à signaler.
MMA4050;2017-09-15;173.08;177.99;Condition normale pour la saison.
MMA4050;2017-10-15;150.67;160.82;Condition normale pour la saison.
MMA4052;2017-05-15;51.38;57.95;Condition normale pour la saison.
MMA4052;2017-06-15;162.31;135.11;Condition normale pour la saison.
MMA4052;2017-08-15;128.45;173.47;Condition normale pour la saison.
MMA4052;2017-09-15;126.15;73.68;Légère variabilité observée.
MMA4052;2017-10-15;95.56;182.18;Condition normale pour la saison.
MMA4054;2017-05-15;134.24;197.41;Condition normale pour la saison.
MMA4054;2017-06-15;94.85;86.70;Légère variabilité observée.
MMA4054;2017-07-15;184.03;110.74;Légère variabilité observée.
MMA4054;2017-08-15;199.03;154.11;Condition normale pour la saison.
MMA4054;2017-09-15;189.16;128.44;Légère variabilité observée.
MMA4054;2017-10-15;155.64;171.69;Légère variabilité observée.
MMA4056;2017-05-15;134.61;157.24;Condition normale pour la saison.
MMA4056;2017-06-15;85.56;126.75;Condition normale pour la saison.
MMA4056;2017-07-15;115.03;141.22;Condition normale pour la saison.
MMA4056;2017-08-15;144.38;158.81;Rien à signaler.
MMA4056;2017-09-15;97.64;93.98;Légère variabilité observée.
MMA4056;2017-10-15;103.85;165.64;Légère variabilité observée.
MMA4058;2017-05-15;54.03;62.22;Rien à signaler.
MMA4058;2017-06-15;142.52;106.75;Condition normale pour la saison.
MMA4058;2017-07-15;106.03;73.77;Condition normale pour la saison.
MMA4058;2017-08-15;65.59;68.88;Rien à signaler.
MMA4058;2017-09-15;60.62;110.16;Légère variabilité observée.
MMA4058;2017-10-15;199.85;123.45;Légère variabilité observée.
MMA4060;2017-05-15;163.41;181.62;Rien à signaler.
MMA4060;2017-06-15;152.28;76.21;Rien à signaler.
MMA4060;2017-07-15;154.56;74.83;Condition normale pour la saison.
MMA4060;2017-08-15;170.43;172.86;Condition normale pour la saison.
MMA4060;2017-09-15;160.82;131.13;Rien à signaler.
MMA4060;2017-10-15;60.67;162.47;Légère variabilité observée.
MMA4062;2017-05-15;165.65;99.95;Légère variabilité observée.
MMA4062;2017-06-15;147.64;61.04;Rien à signaler.
MMA4062;2017-07-15;59.69;144.54;Légère variabilité observée.
MMA4062;2017-08-15;190.02;112.86;Légère variabilité observée.
MMA4062;2017-09-15;102.44;88.87;Légère variabilité observée.
MMA4062;2017-10-15;106.15;82.06;Condition normale pour la saison.
MMA4064;2017-05-15;100.85;197.85;Condition normale pour la saison.
MMA4064;2017-06-15;84.57;143.15;Rien à signaler.
MMA4064;2017-07-15;66.68;100.79;Légère variabilité observée.
MMA4064;2017-08-15;147.24;162.96;Condition normale pour la saison.
MMA4064;2017-09-15;89.68;179.76;Légère variabilité observée.
MMA4064;2017-10-15;169.15;139.56;Rien à signaler.
MMA4066;2017-05-15;195.56;109.51;Condition normale pour la saison.
MMA4066;2017-06-15;175.54;177.25;Condition normale pour la saison.
MMA4066;2017-07-15;190.44;58.74;Condition normale pour la saison.
MMA4066;2017-08-15;121.98;134.18;Condition normale pour la saison.
MMA4066;2017-09-15;146.09;111.17;Légère variabilité observée.
MMA4066;2017-10-15;133.40;70.39;Condition normale pour la saison.
MMA4068;2017-05-15;133.83;181.94;Rien à signaler.
MMA4068;2017-06-15;170.14;122.07;Condition normale pour la saison.
MMA4068;2017-07-15;78.91;180.03;Condition normale pour la saison.
MMA4068;2017-08-15;175.87;110.64;Rien à signaler.
MMA4068;2017-09-15;74.03;148.98;Condition normale pour la saison.
MMA4068;2017-10-15;96.19;162.23;Rien à signaler.
MMA4070;2017-05-15;67.03;90.15;Condition normale pour la saison.
MMA4070;2017-06-15;82.25;83.42;Condition normale pour la saison.
MMA4070;2017-07-15;123.80;159.45;Condition normale pour la saison.
MMA4070;2017-08-15;193.74;99.70;Rien à signaler.
MMA4070;2017-09-15;93.18;160.96;Condition normale pour la saison.
MMA4070;2017-10-15;170.26;148.03;Condition normale pour la saison.
MMA4072;2017-05-15;159.86;141.40;Condition normale pour la saison.
MMA4072;2017-06-15;108.71;111.31;Légère variabilité observée.
MMA4072;2017-07-15;160.36;98.27;Condition normale pour la saison.
MMA4072;2017-08-15;165.35;126.61;Condition normale pour la saison.
MMA4072;2017-09-15;56.16;140.21;Condition normale pour la saison.
MMA4072;2017-10-15;174.35;197.04;Condition normale pour la saison.
MMA4074;2017-05-15;128.61;142.05;Condition normale pour la saison.
MMA4074;2017-06-15;144.15;89.02;Condition normale pour la saison.
MMA4074;2017-07-15;88.74;73.00;Légère variabilité observée.
MMA4074;2017-08-15;92.44;83.60;Condition normale pour la saison.
MMA4074;2017-09-15;162.02;102.02;Rien à signaler.
MMA4074;2017-10-15;132.48;61.45;Condition normale pour la saison.
MMA4076;2017-05-15;92.64;144.25;Légère variabilité observée.
MMA4076;2017-06-15;54.10;143.36;Condition normale pour la saison.
MMA4076;2017-07-15;173.40;110.93;Rien à signaler.
MMA4076;2017-08-15;173.21;184.00;Rien à signaler.
MMA4076;2017-09-15;190.81;195.05;Condition normale pour la saison.
MMA4076;2017-10-15;108.34;152.98;Condition normale pour la saison.
MMA4078;2017-05-15;87.16;87.97;Condition normale pour la saison.
MMA4078;2017-06-15;117.09;109.52;Légère variabilité observée.
MMA4078;2017-07-15;116.03;177.85;Condition normale pour la saison.
MMA4078;2017-08-15;140.21;50.95;Condition normale pour la saison.
MMA4078;2017-09-15;70.28;98.32;Condition normale pour la saison.
MMA4078;2017-10-15;158.04;112.23;Rien à signaler.
MMA4080;2017-05-15;50.84;139.77;Rien à signaler.
MMA4080;2017-06-15;159.27;95.11;Condition normale pour la saison.
MMA4080;2017-07-15;104.33;132.37;Condition normale pour la saison.
MMA4080;2017-08-15;176.57;154.56;Légère variabilité observée.
MMA4080;2017-09-15;92.94;162.24;Rien à signaler.
MMA4080;2017-10-15;100.21;74.84;Condition normale pour la saison.
MMA4082;2017-05-15;188.92;140.01;Condition normale pour la saison.
MMA4082;2017-06-15;186.92;99.68;Légère variabilité observée.
MMA4082;2017-07-15;195.27;170.44;Rien à signaler.
MMA4082;2017-08-15;83.01;61.90;Légère variabilité observée.
MMA4082;2017-09-15;143.10;182.22;Légère variabilité observée.
MMA4082;2017-10-15;198.60;157.66;Condition normale pour la saison.
MMA4084;2017-05-15;129.61;81.97;Condition normale pour la saison.
MMA4084;2017-06-15;117.30;116.53;Condition normale pour la saison.
MMA4084;2017-07-15;189.07;140.71;Condition normale pour la saison.
MMA4084;2017-08-15;189.53;129.02;Condition normale pour la saison.
MMA4084;2017-09-15;53.93;52.46;Rien à signaler.
MMA4084;2017-10-15;99.22;88.81;Condition normale pour la saison.
MMA4086;2017-05-15;89.36;105.51;Condition normale pour la saison.
MMA4086;2017-06-15;68.71;128.14;Condition normale pour la saison.
MMA4086;2017-07-15;94.10;198.98;Rien à signaler.
MMA4086;2017-08-15;111.76;81.47;Condition normale pour la saison.
MMA4086;2017-09-15;55.41;198.42;Rien à signaler.
MMA4086;2017-10-15;56.77;151.02;Légère variabilité observée.
MMA4088;2017-05-15;169.79;90.15;Condition normale pour la saison.
MMA4088;2017-06-15;147.44;144.89;Condition normale pour la saison.
MMA4088;2017-07-15;64.80;107.86;Condition normale pour la saison.
MMA4088;2017-08-15;111.84;158.69;Légère variabilité observée.
MMA4088;2017-09-15;104.40;189.91;Légère variabilité observée.
MMA4088;2017-10-15;84.02;74.51;Légère variabilité observée.
MMA4090;2017-05-15;53.35;146.32;Condition normale pour la saison.
MMA4090;2017-06-15;165.33;80.01;Condition normale pour la saison.
MMA4090;2017-07-15;58.72;98.63;Condition normale pour la saison.
MMA4090;2017-08-15;74.07;193.32;Légère variabilité observée.
MMA4090;2017-09-15;192.35;115.23;Condition normale pour la saison.
MMA4090;2017-10-15;187.27;143.94;Légère variabilité observée.
MMA4092;2017-05-15;185.74;99.32;Condition normale pour la saison.
MMA4092;2017-06-15;66.86;61.30;Condition normale pour la saison.
MMA4092;2017-07-15;165.31;190.07;Condition normale pour la saison.
MMA4092;2017-08-15;60.62;77.21;Rien à signaler.
MMA4092;2017-09-15;104.49;90.08;Condition normale pour la saison.
MMA4092;2017-10-15;152.80;181.59;Condition normale pour la saison.
MMA4094;2017-05-15;109.86;92.35;Condition normale pour la saison.
MMA4094;2017-06-15;176.81;101.78;Condition normale pour la saison.
MMA4094;2017-07-15;182.24;93.16;Légère variabilité observée.
MMA4094;2017-08-15;136.82;119.98;Condition normale pour la saison.
MMA4094;2017-09-15;166.02;130.74;Condition normale pour la saison.
MMA4094;2017-10-15;80.42;95.84;Légère variabilité observée.
MMA4096;2017-05-15;101.40;143.35;Condition normale pour la saison.
MMA4096;2017-06-15;82.17;58.42;Condition normale pour la saison.
MMA4096;2017-07-15;93.35;68.31;Condition normale pour la saison.
MMA4096;2017-08-15;185.83;188.94;Rien à signaler.
MMA4096;2017-09-15;111.46;141.95;Condition normale pour la saison.
MMA4096;2017-10-15;137.20;61.25;Légère variabilité observée.
MMA4098;2017-05-15;157.61;92.74;Condition normale pour la saison.
MMA4098;2017-06-15;169.09;181.36;Légère variabilité observée.
MMA4098;2017-07-15;163.43;133.25;Rien à signaler.
MMA4098;2017-08-15;82.72;55.31;Condition normale pour la saison.
MMA4098;2017-09-15;74.40;193.59;Condition normale pour la saison.
MMA4098;2017-10-15;162.60;128.45;Condition normale pour la saison.
MMA4100;2017-05-15;77.55;129.00;Rien à signaler.
MMA4100;2017-06-15;173.14;126.27;Légère variabilité observée.
MMA4100;2017-07-15;70.04;148.09;Rien à signaler.
MMA4100;2017-08-15;94.79;58.33;Condition normale pour la saison.
MMA4100;2017-09-15;86.03;69.05;Condition normale pour la saison.
MMA4100;2017-10-15;58.94;162.98;Rien à signaler.
MMB1002;2017-05-15;186.18;154.74;Condition normale pour la saison.
MMB1002;2017-06-15;123.77;91.97;Légère variabilité observée.
MMB1002;2017-07-15;170.58;168.38;Condition normale pour la saison.
MMB1002;2017-08-15;189.63;63.52;Légère variabilité observée.
MMB1002;2017-09-15;76.41;70.01;Rien à signaler.
MMB1002;2017-10-15;72.10;165.34;Condition normale pour la saison.
MMB1004;2017-05-15;157.29;150.34;Légère variabilité observée.
MMB1004;2017-06-15;111.38;199.33;Rien à signaler.
MMB1004;2017-07-15;121.31;176.67;Légère variabilité observée.
MMB1004;2017-08-15;183.12;163.25;Condition normale pour la saison.
MMB1004;2017-09-15;81.42;71.67;Légère variabilité observée.
MMB1004;2017-10-15;82.79;155.43;Condition normale pour la saison.
MMB1006;2017-05-15;172.12;166.80;Condition normale pour la saison.
MMB1006;2017-06-15;109.66;168.58;Légère variabilité observée.
MMB1006;2017-07-15;178.61;154.54;Légère variabilité observée.
MMB1006;2017-08-15;174.88;149.12;Condition normale pour la saison.
MMB1006;2017-09-15;157.90;66.77;Rien à signaler.
MMB1006;2017-10-15;104.63;77.21;Légère variabilité observée.
MMB1008;2017-05-15;151.20;159.14;Légère variabilité observée.
MMB1008;2017-06-15;179.82;157.92;Rien à signaler.
MMB1008;2017-07-15;61.21;189.96;Rien à signaler.
MMB1008;2017-08-15;58.18;75.10;Condition normale pour la saison.
MMB1008;2017-09-15;148.92;155.14;Condition normale pour la saison.
MMB1008;2017-10-15;134.63;143.31;Rien à signaler.
MMB1010;2017-05-15;64.83;89.22;Condition normale pour la saison.
MMB1010;2017-06-15;158.98;62.48;Condition normale pour la saison.
MMB1010;2017-07-15;145.43;193.68;Condition normale pour la saison.
MMB1010;2017-08-15;129.61;171.95;Légère variabilité observée.
MMB1010;2017-09-15;156.44;199.43;Rien à signaler.
MMB1010;2017-10-15;173.34;52.97;Condition normale pour la saison.
MMB1012;2017-05-15;133.18;183.43;Légère variabilité observée.
MMB1012;2017-06-15;62.81;198.09;Condition normale pour la saison.
MMB1012;2017-07-15;50.75;173.05;Légère variabilité observée.
MMB1012;2017-08-15;119.03;112.74;Condition normale pour la saison.
MMB1012;2017-09-15;68.61;68.46;Légère variabilité observée.
MMB1012;2017-10-15;184.99;95.94;Rien à signaler.
MMB1014;2017-05-15;78.77;145.90;Rien à signaler.
MMB1014;2017-06-15;81.00;127.30;Condition normale pour la saison.
MMB1014;2017-07-15;98.05;182.54;Condition normale pour la saison.
MMB1014;2017-08-15;119.31;102.53;Condition normale pour la saison.
MMB1014;2017-09-15;89.69;183.78;Rien à signaler.
MMB1014;2017-10-15;108.86;121.36;Légère variabilité observée.
MMB1016;2017-05-15;104.97;128.75;Condition normale pour la saison.
MMB1016;2017-06-15;136.75;75.68;Condition normale pour la saison.
MMB1016;2017-07-15;182.26;67.23;Condition normale pour la saison.
MMB1016;2017-08-15;118.50;82.98;Légère variabilité observée.
MMB1016;2017-09-15;192.68;134.58;Condition normale pour la saison.
MMB1016;2017-10-15;114.38;89.63;Condition normale pour la saison.
MMB1018;2017-05-15;157.11;88.87;Condition normale pour la saison.
MMB1018;2017-06-15;101.66;166.10;Condition normale pour la saison.
MMB1018;2017-07-15;106.57;128.08;Rien à signaler.
MMB1018;2017-08-15;170.03;97.90;Condition normale pour la saison.
MMB1018;2017-09-15;124.72;60.59;Condition normale pour la saison.
MMB1018;2017-10-15;72.59;132.14;Légère variabilité observée.
MMB1020;2017-05-15;112.14;177.01;Condition normale pour la saison.
MMB1020;2017-06-15;61.40;159.72;Condition normale pour la saison.
MMB1020;2017-07-15;93.80;98.74;Condition normale pour la saison.
MMB1020;2017-08-15;123.16;149.75;Condition normale pour la saison.
MMB1020;2017-09-15;122.44;177.07;Rien à signaler.
MMB1020;2017-10-15;168.83;121.81;Condition normale pour la saison.
MMB1022;2017-05-15;124.25;182.87;Rien à signaler.
MMB1022;2017-06-15;124.68;59.63;Condition normale pour la saison.
MMB1022;2017-07-15;72.86;62.50;Légère variabilité observée.
MMB1022;2017-08-15;110.36;102.06;Condition normale pour la saison.
MMB1022;2017-09-15;117.22;77.41;Condition normale pour la saison.
MMB1022;2017-10-15;198.36;113.75;Rien à signaler.
MMB1024;2017-05-15;82.18;172.33;Rien à signaler.
MMB1024;2017-06-15;180.84;195.18;Rien à signaler.
MMB1024;2017-07-15;182.46;66.81;Condition normale pour la saison.
MMB1024;2017-08-15;130.61;97.75;Condition normale pour la saison.
MMB1024;2017-09-15;138.37;58.38;Condition normale pour la saison.
MMB1024;2017-10-15;121.43;186.86;Légère variabilité observée.
MMB1026;2017-05-15;94.69;115.03;Condition normale pour la saison.
MMB1026;2017-06-15;136.47;86.67;Légère variabilité observée.
MMB1026;2017-07-15;161.29;66.64;Condition normale pour la saison.
MMB1026;2017-08-15;60.70;90.55;Condition normale pour la saison.
MMB1026;2017-09-15;71.08;169.79;Légère variabilité observée.
MMB1026;2017-10-15;147.82;115.81;Légère variabilité observée.
MMB1028;2017-05-15;60.96;115.66;Condition normale pour la saison.
MMB1028;2017-06-15;146.99;72.16;Condition normale pour la saison.
MMB1028;2017-07-15;56.10;53.70;Condition normale pour la saison.
MMB1028;2017-08-15;100.51;83.35;Condition normale pour la saison.
MMB1028;2017-09-15;113.38;123.67;Condition normale pour la saison.
MMB1028;2017-10-15;103.53;108.28;Condition normale pour la saison.
MMB1030;2017-05-15;97.27;71.19;Condition normale pour la saison.
MMB1030;2017-06-15;122.92;114.77;Condition normale pour la saison.
MMB1030;2017-07-15;173.02;174.61;Condition normale pour la saison.
MMB1030;2017-08-15;102.77;50.07;Rien à signaler.
MMB1030;2017-09-15;78.61;154.30;Condition normale pour la saison.
MMB1030;2017-10-15;141.50;191.62;Condition normale pour la saison.
MMB1032;2017-05-15;184.60;142.29;Condition normale pour la saison.
MMB1032;2017-06-15;158.98;143.96;Condition normale pour la saison.
MMB1032;2017-07-15;176.72;184.94;Condition normale pour la saison.
MMB1032;2017-08-15;124.91;56.28;Rien à signaler.
MMB1032;2017-09-15;152.84;184.37;Condition normale pour la saison.
MMB1032;2017-10-15;148.05;186.92;Condition normale pour la saison.
MMB1034;2017-05-15;168.52;80.26;Rien à signaler.
MMB1034;2017-06-15;102.77;54.40;Rien à signaler.
MMB1034;2017-07-15;142.52;105.17;Condition normale pour la saison.
MMB1034;2017-08-15;76.09;80.42;Condition normale pour la saison.
MMB1034;2017-09-15;151.33;114.62;Légère variabilité observée.
MMB1034;2017-10-15;184.08;133.45;Condition normale pour la saison.
MMB1036;2017-05-15;180.68;71.12;Rien à signaler.
MMB1036;2017-06-15;147.49;165.23;Rien à signaler.
MMB1036;2017-07-15;103.06;172.92;Condition normale pour la saison.
MMB1036;2017-08-15;66.82;153.20;Rien à signaler.
MMB1036;2017-09-15;102.20;166.83;Légère variabilité observée.
