plantid;date;siteid;zoneid;placetteid;parcelleid;coordx;coordy;note
MMB1051;2017-06-15;S01;Z02;B1;11;0.76;0.78;Rien à signaler.
MMB1051;2017-07-15;S01;Z02;B1;11;0.11;0.30;Condition normale pour la saison.
MMB1051;2017-08-15;S01;Z02;B1;11;0.69;0.74;Condition normale pour la saison.
MMB1051;2017-09-15;S01;Z02;B1;11;0.38;0.95;Condition normale pour la saison.
MMB1051;2017-10-15;S01;Z02;B1;11;0.14;0.55;Rien à signaler.
MMB1052;2017-05-15;S01;Z02;B1;11;0.36;0.41;Rien à signaler.
MMB1052;2017-06-15;S01;Z02;B1;11;0.93;0.11;Rien à signaler.
MMB1052;2017-07-15;S01;Z02;B1;11;0.11;0.12;Condition normale pour la saison.
MMB1052;2017-08-15;S01;Z02;B1;11;0.69;0.16;Légère variabilité observée.
MMB1052;2017-09-15;S01;Z02;B1;11;0.42;0.88;Condition normale pour la saison.
MMB1052;2017-10-15;S01;Z02;B1;11;0.87;0.48;Rien à signaler.
MMB1053;2017-05-15;S01;Z02;B1;11;0.10;0.24;Condition normale pour la saison.
MMB1053;2017-06-15;S01;Z02;B1;11;0.34;0.74;Condition normale pour la saison.
MMB1053;2017-07-15;S01;Z02;B1;11;0.19;0.80;Condition normale pour la saison.
MMB1053;2017-08-15;S01;Z02;B1;11;0.40;0.35;Rien à signaler.
MMB1053;2017-09-15;S01;Z02;B1;11;0.57;0.26;Rien à signaler.
MMB1053;2017-10-15;S01;Z02;B1;11;0.39;0.22;Légère variabilité observée.
MMB1054;2017-05-15;S01;Z02;B1;11;0.19;0.64;Rien à signaler.
MMB1054;2017-06-15;S01;Z02;B1;11;0.86;0.67;Rien à signaler.
MMB1054;2017-07-15;S01;Z02;B1;11;0.75;0.83;Légère variabilité observée.
MMB1054;2017-08-15;S01;Z02;B1;11;0.85;0.42;Condition normale pour la saison.
MMB1054;2017-09-15;S01;Z02;B1;11;0.43;0.25;Rien à signaler.
MMB1054;2017-10-15;S01;Z02;B1;11;0.83;0.15;Condition normale pour la saison.
MMB1055;2017-05-15;S01;Z02;B1;11;0.38;0.80;Condition normale pour la saison.
MMB1055;2017-06-15;S01;Z02;B1;11;0.28;0.94;Légère variabilité observée.
MMB1055;2017-07-15;S01;Z02;B1;11;0.35;0.62;Condition normale pour la saison.
MMB1055;2017-08-15;S01;Z02;B1;11;0.28;0.64;Rien à signaler.
MMB1055;2017-09-15;S01;Z02;B1;11;0.75;0.11;Rien à signaler.
MMB1055;2017-10-15;S01;Z02;B1;11;0.66;0.84;Condition normale pour la saison.
MMB1056;2017-05-15;S01;Z02;B1;11;0.24;0.76;Rien à signaler.
MMB1056;2017-06-15;S01;Z02;B1;11;0.91;0.21;Condition normale pour la saison.
MMB1056;2017-07-15;S01;Z02;B1;11;0.65;0.52;Condition normale pour la saison.
MMB1056;2017-08-15;S01;Z02;B1;11;0.86;0.72;Condition normale pour la saison.
MMB1056;2017-09-15;S01;Z02;B1;11;0.89;0.95;Condition normale pour la saison.
MMB1056;2017-10-15;S01;Z02;B1;11;0.91;0.28;Condition normale pour la saison.
MMB1057;2017-05-15;S01;Z02;B1;11;0.87;0.52;Condition normale pour la saison.
MMB1057;2017-06-15;S01;Z02;B1;11;0.43;0.62;Rien à signaler.
MMB1057;2017-07-15;S01;Z02;B1;11;0.14;0.44;Rien à signaler.
MMB1057;2017-08-15;S01;Z02;B1;11;0.13;0.56;Légère variabilité observée.
MMB1057;2017-09-15;S01;Z02;B1;11;0.71;0.59;Condition normale pour la saison.
MMB1057;2017-10-15;S01;Z02;B1;11;0.77;0.42;Rien à signaler.
MMB1058;2017-05-15;S01;Z02;B1;11;0.27;0.94;Rien à signaler.
MMB1058;2017-06-15;S01;Z02;B1;11;0.90;0.70;Condition normale pour la saison.
MMB1058;2017-07-15;S01;Z02;B1;11;0.11;0.89;Condition normale pour la saison.
MMB1058;2017-08-15;S01;Z02;B1;11;0.15;0.55;Légère variabilité observée.
MMB1058;2017-09-15;S01;Z02;B1;11;0.94;0.10;Légère variabilité observée.
MMB1058;2017-10-15;S01;Z02;B1;11;0.95;0.71;Condition normale pour la saison.
MMB1059;2017-05-15;S01;Z02;B1;11;0.79;0.34;Rien à signaler.
MMB1059;2017-06-15;S01;Z02;B1;11;0.57;0.33;Condition normale pour la saison.
MMB1059;2017-07-15;S01;Z02;B1;11;0.49;0.86;Rien à signaler.
MMB1059;2017-08-15;S01;Z02;B1;11;0.22;0.05;Condition normale pour la saison.
MMB1059;2017-09-15;S01;Z02;B1;11;0.51;0.71;Rien à signaler.
MMB1059;2017-10-15;S01;Z02;B1;11;0.83;0.48;Condition normale pour la saison.
MMB1060;2017-05-15;S01;Z02;B1;11;0.68;0.64;Légère variabilité observée.
MMB1060;2017-06-15;S01;Z02;B1;11;0.94;0.05;Rien à signaler.
MMB1060;2017-07-15;S01;Z02;B1;11;0.22;0.36;Légère variabilité observée.
MMB1060;2017-08-15;S01;Z02;B1;11;0.88;0.25;Légère variabilité observée.
MMB1060;2017-09-15;S01;Z02;B1;11;0.08;0.19;Légère variabilité observée.
MMB1060;2017-10-15;S01;Z02;B1;11;0.13;0.85;Légère variabilité observée.
MMB1061;2017-05-15;S01;Z02;B1;11;0.42;0.22;Condition normale pour la saison.
MMB1061;2017-06-15;S01;Z02;B1;11;0.20;0.29;Condition normale pour la saison.
MMB1061;2017-07-15;S01;Z02;B1;11;0.73;0.45;Rien à signaler.
MMB1061;2017-08-15;S01;Z02;B1;11;0.83;0.06;Rien à signaler.
MMB1061;2017-09-15;S01;Z02;B1;11;0.51;0.52;Rien à signaler.
MMB1061;2017-10-15;S01;Z02;B1;11;0.48;0.84;Condition normale pour la saison.
MMB1062;2017-05-15;S01;Z02;B1;11;0.60;0.47;Condition normale pour la saison.
MMB1062;2017-06-15;S01;Z02;B1;11;0.60;0.75;Condition normale pour la saison.
MMB1062;2017-07-15;S01;Z02;B1;11;0.77;0.50;Rien à signaler.
MMB1062;2017-08-15;S01;Z02;B1;11;0.66;0.84;Légère variabilité observée.
MMB1062;2017-09-15;S01;Z02;B1;11;0.63;0.83;Rien à signaler.
MMB1062;2017-10-15;S01;Z02;B1;11;0.16;0.47;Rien à signaler.
MMB1063;2017-05-15;S01;Z02;B1;11;0.39;0.44;Condition normale pour la saison.
MMB1063;2017-06-15;S01;Z02;B1;11;0.43;0.75;Condition normale pour la saison.
MMB1063;2017-07-15;S01;Z02;B1;11;0.26;0.68;Condition normale pour la saison.
MMB1063;2017-08-15;S01;Z02;B1;11;0.38;0.42;Condition normale pour la saison.
MMB1063;2017-09-15;S01;Z02;B1;11;0.79;0.12;Condition normale pour la saison.
MMB1063;2017-10-15;S01;Z02;B1;11;0.66;0.79;Condition normale pour la saison.
MMB1064;2017-05-15;S01;Z02;B1;11;0.31;0.61;Condition normale pour la saison.
MMB1064;2017-06-15;S01;Z02;B1;11;0.64;0.86;Condition normale pour la saison.
MMB1064;2017-07-15;S01;Z02;B1;11;0.72;0.55;Condition normale pour la saison.
MMB1064;2017-08-15;S01;Z02;B1;11;0.92;0.48;Rien à signaler.
MMB1064;2017-09-15;S01;Z02;B1;11;0.11;0.68;Rien à signaler.
MMB1064;2017-10-15;S01;Z02;B1;11;0.90;0.74;Légère variabilité observée.
MMB1065;2017-05-15;S01;Z02;B1;11;0.33;0.51;Légère variabilité observée.
MMB1065;2017-06-15;S01;Z02;B1;11;0.29;0.22;Rien à signaler.
MMB1065;2017-07-15;S01;Z02;B1;11;0.22;0.70;Condition normale pour la saison.
MMB1065;2017-08-15;S01;Z02;B1;11;0.59;0.53;Condition normale pour la saison.
MMB1065;2017-09-15;S01;Z02;B1;11;0.56;0.83;Condition normale pour la saison.
MMB1065;2017-10-15;S01;Z02;B1;11;0.72;0.43;Légère variabilité observée.
MMB1066;2017-05-15;S01;Z02;B1;11;0.29;0.49;Légère variabilité observée.
MMB1066;2017-06-15;S01;Z02;B1;11;0.13;0.22;Rien à signaler.
MMB1066;2017-07-15;S01;Z02;B1;11;0.58;0.10;Rien à signaler.
MMB1066;2017-08-15;S01;Z02;B1;11;0.62;0.62;Rien à signaler.
MMB1066;2017-09-15;S01;Z02;B1;11;0.69;0.71;Condition normale pour la saison.
MMB1066;2017-10-15;S01;Z02;B1;11;0.87;0.51;Condition normale pour la saison.
MMB1067;2017-05-15;S01;Z02;B1;11;0.72;0.71;Condition normale pour la saison.
MMB1067;2017-06-15;S01;Z02;B1;11;0.34;0.34;Condition normale pour la saison.
MMB1067;2017-07-15;S01;Z02;B1;11;0.14;0.85;Légère variabilité observée.
MMB1067;2017-08-15;S01;Z02;B1;11;0.27;0.90;Légère variabilité observée.
MMB1067;2017-09-15;S01;Z02;B1;11;0.71;0.35;Condition normale pour la saison.
MMB1067;2017-10-15;S01;Z02;B1;11;0.18;0.09;Condition normale pour la saison.
MMB1068;2017-05-15;S01;Z02;B1;11;0.30;0.75;Légère variabilité observée.
MMB1068;2017-06-15;S01;Z02;B1;11;0.79;0.29;Légère variabilité observée.
MMB1068;2017-07-15;S01;Z02;B1;11;0.20;0.30;Rien à signaler.
MMB1068;2017-08-15;S01;Z02;B1;11;0.37;0.84;Condition normale pour la saison.
MMB1068;2017-09-15;S01;Z02;B1;11;0.83;0.12;Rien à signaler.
MMB1068;2017-10-15;S01;Z02;B1;11;0.79;0.09;Légère variabilité observée.
MMB1069;2017-05-15;S01;Z02;B1;11;0.94;0.47;Légère variabilité observée.
MMB1069;2017-06-15;S01;Z02;B1;11;0.63;0.10;Condition normale pour la saison.
MMB1069;2017-07-15;S01;Z02;B1;11;0.20;0.69;Rien à signaler.
MMB1069;2017-08-15;S01;Z02;B1;11;0.82;0.27;Légère variabilité observée.
MMB1069;2017-09-15;S01;Z02;B1;11;0.81;0.26;Légère variabilité observée.
MMB1069;2017-10-15;S01;Z02;B1;11;0.41;0.72;Condition normale pour la saison.
MMB1070;2017-05-15;S01;Z02;B1;11;0.67;0.18;Légère variabilité observée.
MMB1070;2017-06-15;S01;Z02;B1;11;0.80;0.50;Rien à signaler.
MMB1070;2017-07-15;S01;Z02;B1;11;0.20;0.06;Condition normale pour la saison.
MMB1070;2017-08-15;S01;Z02;B1;11;0.79;0.05;Légère variabilité observée.
MMB1070;2017-09-15;S01;Z02;B1;11;0.59;0.49;Rien à signaler.
MMB1070;2017-10-15;S01;Z02;B1;11;0.31;0.41;Condition normale pour la saison.
MMB1071;2017-05-15;S01;Z02;B1;11;0.43;0.30;Condition normale pour la saison.
MMB1071;2017-06-15;S01;Z02;B1;11;0.31;0.17;Rien à signaler.
MMB1071;2017-07-15;S01;Z02;B1;11;0.36;0.51;Condition normale pour la saison.
MMB1071;2017-08-15;S01;Z02;B1;11;0.82;0.31;Rien à signaler.
MMB1071;2017-09-15;S01;Z02;B1;11;0.71;0.89;Rien à signaler.
MMB1071;2017-10-15;S01;Z02;B1;11;0.32;0.64;Condition normale pour la saison.
MMB1072;2017-05-15;S01;Z02;B1;11;0.76;0.66;Légère variabilité observée.
MMB1072;2017-06-15;S01;Z02;B1;11;0.54;0.07;Légère variabilité observée.
MMB1072;2017-07-15;S01;Z02;B1;11;0.56;0.30;Légère variabilité observée.
MMB1072;2017-08-15;S01;Z02;B1;11;0.64;0.45;Légère variabilité observée.
MMB1072;2017-09-15;S01;Z02;B1;11;0.94;0.11;Condition normale pour la saison.
MMB1072;2017-10-15;S01;Z02;B1;11;0.50;0.86;Condition normale pour la saison.
MMB1073;2017-05-15;S01;Z02;B1;11;0.70;0.63;Condition normale pour la saison.
MMB1073;2017-06-15;S01;Z02;B1;11;0.21;0.92;Condition normale pour la saison.
MMB1073;2017-07-15;S01;Z02;B1;11;0.20;0.79;Condition normale pour la saison.
MMB1073;2017-08-15;S01;Z02;B1;11;0.54;0.91;Condition normale pour la saison.
MMB1073;2017-09-15;S01;Z02;B1;11;0.22;0.54;Légère variabilité observée.
MMB1073;2017-10-15;S01;Z02;B1;11;0.12;0.90;Condition normale pour la saison.
MMB1074;2017-05-15;S01;Z02;B1;11;0.74;0.57;Légère variabilité observée.
MMB1074;2017-06-15;S01;Z02;B1;11;0.14;0.53;Condition normale pour la saison.
MMB1074;2017-07-15;S01;Z02;B1;11;0.38;0.63;Rien à signaler.
MMB1074;2017-08-15;S01;Z02;B1;11;0.22;0.69;Condition normale pour la saison.
MMB1074;2017-09-15;S01;Z02;B1;11;0.92;0.06;Condition normale pour la saison.
MMB1074;2017-10-15;S01;Z02;B1;11;0.93;0.37;Rien à signaler.
MMB1075;2017-05-15;S01;Z02;B1;11;0.20;0.58;Rien à signaler.
MMB1075;2017-06-15;S01;Z02;B1;11;0.64;0.38;Condition normale pour la saison.
MMB1075;2017-07-15;S01;Z02;B1;11;0.13;0.69;Rien à signaler.
MMB1075;2017-08-15;S01;Z02;B1;11;0.79;0.41;Condition normale pour la saison.
MMB1075;2017-09-15;S01;Z02;B1;11;0.14;0.76;Condition normale pour la saison.
MMB1075;2017-10-15;S01;Z02;B1;11;0.50;0.60;Condition normale pour la saison.
MMB1076;2017-05-15;S01;Z02;B1;11;0.82;0.27;Légère variabilité observée.
MMB1076;2017-06-15;S01;Z02;B1;11;0.68;0.41;Condition normale pour la saison.
MMB1076;2017-07-15;S01;Z02;B1;11;0.46;0.57;Condition normale pour la saison.
MMB1076;2017-08-15;S01;Z02;B1;11;0.27;0.51;Rien à signaler.
MMB1076;2017-09-15;S01;Z02;B1;11;0.43;0.46;Condition normale pour la saison.
MMB1076;2017-10-15;S01;Z02;B1;11;0.57;0.42;Légère variabilité observée.
MMB1077;2017-05-15;S01;Z02;B1;11;0.60;0.75;Légère variabilité observée.
MMB1077;2017-06-15;S01;Z02;B1;11;0.56;0.28;Condition normale pour la saison.
MMB1077;2017-07-15;S01;Z02;B1;11;0.83;0.54;Rien à signaler.
MMB1077;2017-08-15;S01;Z02;B1;11;0.36;0.83;Légère variabilité observée.
MMB1077;2017-09-15;S01;Z02;B1;11;0.61;0.57;Condition normale pour la saison.
MMB1077;2017-10-15;S01;Z02;B1;11;0.15;0.13;Condition normale pour la saison.
MMB1078;2017-05-15;S01;Z02;B1;11;0.67;0.80;Condition normale pour la saison.
MMB1078;2017-06-15;S01;Z02;B1;11;0.42;0.72;Condition normale pour la saison.
MMB1078;2017-07-15;S01;Z02;B1;11;0.62;0.93;Rien à signaler.
MMB1078;2017-08-15;S01;Z02;B1;11;0.88;0.28;Condition normale pour la saison.
MMB1078;2017-09-15;S01;Z02;B1;11;0.35;0.75;Condition normale pour la saison.
MMB1078;2017-10-15;S01;Z02;B1;11;0.26;0.91;Légère variabilité observée.
MMB1079;2017-05-15;S01;Z02;B1;11;0.28;0.79;Condition normale pour la saison.
MMB1079;2017-06-15;S01;Z02;B1;11;0.26;0.93;Condition normale pour la saison.
MMB1079;2017-07-15;S01;Z02;B1;11;0.35;0.41;Condition normale pour la saison.
MMB1079;2017-08-15;S01;Z02;B1;11;0.10;0.86;Condition normale pour la saison.
MMB1079;2017-09-15;S01;Z02;B1;11;0.39;0.61;Rien à signaler.
MMB1079;2017-10-15;S01;Z02;B1;11;0.36;0.11;Condition normale pour la saison.
MMB1080;2017-05-15;S01;Z02;B1;11;0.46;0.78;Légère variabilité observée.
MMB1080;2017-06-15;S01;Z02;B1;11;0.31;0.06;Rien à signaler.
MMB1080;2017-07-15;S01;Z02;B1;11;0.52;0.44;Condition normale pour la saison.
MMB1080;2017-08-15;S01;Z02;B1;11;0.12;0.56;Condition normale pour la saison.
MMB1080;2017-09-15;S01;Z02;B1;11;0.53;0.63;Légère variabilité observée.
MMB1080;2017-10-15;S01;Z02;B1;11;0.27;0.66;Condition normale pour la saison.
MMB1081;2017-05-15;S01;Z02;B1;11;0.38;0.29;Rien à signaler.
MMB1081;2017-06-15;S01;Z02;B1;11;0.57;0.35;Condition normale pour la saison.
MMB1081;2017-07-15;S01;Z02;B1;11;0.28;0.69;Rien à signaler.
MMB1081;2017-08-15;S01;Z02;B1;11;0.14;0.56;Légère variabilité observée.
MMB1081;2017-09-15;S01;Z02;B1;11;0.37;0.94;Condition normale pour la saison.
MMB1081;2017-10-15;S01;Z02;B1;11;0.36;0.47;Rien à signaler.
MMB1082;2017-05-15;S01;Z02;B1;11;0.21;0.22;Légère variabilité observée.
MMB1082;2017-06-15;S01;Z02;B1;11;0.59;0.30;Condition normale pour la saison.
MMB1082;2017-07-15;S01;Z02;B1;11;0.78;0.09;Légère variabilité observée.
MMB1082;2017-08-15;S01;Z02;B1;11;0.36;0.73;Condition normale pour la saison.
MMB1082;2017-09-15;S01;Z02;B1;11;0.88;0.33;Condition normale pour la saison.
MMB1082;2017-10-15;S01;Z02;B1;11;0.53;0.41;Rien à signaler.
MMB1083;2017-05-15;S01;Z02;B1;11;0.12;0.28;Rien à signaler.
MMB1083;2017-06-15;S01;Z02;B1;11;0.34;0.42;Condition normale pour la saison.
MMB1083;2017-07-15;S01;Z02;B1;11;0.64;0.06;Condition normale pour la saison.
MMB1083;2017-08-15;S01;Z02;B1;11;0.65;0.51;Condition normale pour la saison.
MMB1083;2017-09-15;S01;Z02;B1;11;0.77;0.21;Condition normale pour la saison.
MMB1083;2017-10-15;S01;Z02;B1;11;0.16;0.32;Rien à signaler.
MMB1084;2017-05-15;S01;Z02;B1;11;0.60;0.73;Condition normale pour la saison.
MMB1084;2017-06-15;S01;Z02;B1;11;0.58;0.21;Condition normale pour la saison.
MMB1084;2017-07-15;S01;Z02;B1;11;0.51;0.79;Condition normale pour la saison.
MMB1084;2017-08-15;S01;Z02;B1;11;0.15;0.86;Rien à signaler.
MMB1084;2017-09-15;S01;Z02;B1;11;0.48;0.84;Rien à signaler.
MMB1084;2017-10-15;S01;Z02;B1;11;0.60;0.08;Condition normale pour la saison.
MMB1085;2017-05-15;S01;Z02;B1;11;0.30;0.70;Rien à signaler.
MMB1085;2017-06-15;S01;Z02;B1;11;0.92;0.74;Condition normale pour la saison.
MMB1085;2017-07-15;S01;Z02;B1;11;0.47;0.77;Légère variabilité observée.
MMB1085;2017-08-15;S01;Z02;B1;11;0.55;0.22;Condition normale pour la saison.
MMB1085;2017-09-15;S01;Z02;B1;11;0.80;0.13;Condition normale pour la saison.
MMB1085;2017-10-15;S01;Z02;B1;11;0.48;0.61;Condition normale pour la saison.
MMB1086;2017-05-15;S01;Z02;B1;11;0.59;0.24;Rien à signaler.
MMB1086;2017-06-15;S01;Z02;B1;11;0.56;0.57;Condition normale pour la saison.
MMB1086;2017-07-15;S01;Z02;B1;11;0.62;0.58;Condition normale pour la saison.
MMB1086;2017-08-15;S01;Z02;B1;11;0.43;0.93;Condition normale pour la saison.
MMB1086;2017-09-15;S01;Z02;B1;11;0.58;0.38;Condition normale pour la saison.
MMB1086;2017-10-15;S01;Z02;B1;11;0.78;0.21;Rien à signaler.
MMB1087;2017-05-15;S01;Z02;B1;11;0.20;0.14;Rien à signaler.
MMB1087;2017-06-15;S01;Z02;B1;11;0.37;0.59;Condition normale pour la saison.
MMB1087;2017-07-15;S01;Z02;B1;11;0.61;0.69;Rien à signaler.
MMB1087;2017-08-15;S01;Z02;B1;11;0.43;0.08;Légère variabilité observée.
MMB1087;2017-09-15;S01;Z02;B1;11;0.24;0.12;Rien à signaler.
MMB1087;2017-10-15;S01;Z02;B1;11;0.48;0.49;Condition normale pour la saison.
MMB1088;2017-05-15;S01;Z02;B1;11;0.93;0.43;Rien à signaler.
MMB1088;2017-06-15;S01;Z02;B1;11;0.56;0.63;Condition normale pour la saison.
MMB1088;2017-07-15;S01;Z02;B1;11;0.09;0.39;Condition normale pour la saison.
MMB1088;2017-08-15;S01;Z02;B1;11;0.44;0.68;Condition normale pour la saison.
MMB1088;2017-09-15;S01;Z02;B1;11;0.20;0.88;Rien à signaler.
MMB1088;2017-10-15;S01;Z02;B1;11;0.17;0.75;Légère variabilité observée.
MMB1089;2017-05-15;S01;Z02;B1;11;0.20;0.49;Rien à signaler.
MMB1089;2017-06-15;S01;Z02;B1;11;0.17;0.07;Légère variabilité observée.
MMB1089;2017-07-15;S01;Z02;B1;11;0.55;0.12;Rien à signaler.
MMB1089;2017-08-15;S01;Z02;B1;11;0.37;0.80;Rien à signaler.
MMB1089;2017-09-15;S01;Z02;B1;11;0.57;0.58;Légère variabilité observée.
MMB1089;2017-10-15;S01;Z02;B1;11;0.16;0.26;Condition normale pour la saison.
MMB1090;2017-05-15;S01;Z02;B1;11;0.09;0.14;Condition normale pour la saison.
MMB1090;2017-06-15;S01;Z02;B1;11;0.47;0.42;Rien à signaler.
MMB1090;2017-07-15;S01;Z02;B1;11;0.62;0.16;Condition normale pour la saison.
MMB1090;2017-08-15;S01;Z02;B1;11;0.89;0.79;Condition normale pour la saison.
MMB1090;2017-09-15;S01;Z02;B1;11;0.90;0.88;Rien à signaler.
MMB1090;2017-10-15;S01;Z02;B1;11;0.54;0.94;Condition normale pour la saison.
MMB1091;2017-05-15;S01;Z02;B1;11;0.75;0.10;Condition normale pour la saison.
MMB1091;2017-06-15;S01;Z02;B1;11;0.77;0.15;Condition normale pour la saison.
MMB1091;2017-07-15;S01;Z02;B1;11;0.11;0.75;Légère variabilité observée.
MMB1091;2017-08-15;S01;Z02;B1;11;0.36;0.77;Légère variabilité observée.
MMB1091;2017-09-15;S01;Z02;B1;11;0.27;0.87;Légère variabilité observée.
MMB1091;2017-10-15;S01;Z02;B1;11;0.27;0.49;Condition normale pour la saison.
MMB1092;2017-05-15;S01;Z02;B1;11;0.30;0.48;Rien à signaler.
MMB1092;2017-06-15;S01;Z02;B1;11;0.92;0.67;Condition normale pour la saison.
MMB1092;2017-07-15;S01;Z02;B1;11;0.74;0.51;Condition normale pour la saison.
MMB1092;2017-08-15;S01;Z02;B1;11;0.58;0.20;Rien à signaler.
MMB1092;2017-09-15;S01;Z02;B1;11;0.65;0.91;Légère variabilité observée.
MMB1092;2017-10-15;S01;Z02;B1;11;0.80;0.10;Rien à signaler.
MMB1093;2017-05-15;S01;Z02;B1;11;0.90;0.74;Rien à signaler.
MMB1093;2017-06-15;S01;Z02;B1;11;0.27;0.86;Rien à signaler.
MMB1093;2017-07-15;S01;Z02;B1;11;0.33;0.88;Légère variabilité observée.
MMB1093;2017-08-15;S01;Z02;B1;11;0.49;0.75;Légère variabilité observée.
MMB1093;2017-09-15;S01;Z02;B1;11;0.30;0.06;Condition normale pour la saison.
MMB1093;2017-10-15;S01;Z02;B1;11;0.35;0.69;Condition normale pour la saison.
MMB1094;2017-05-15;S01;Z02;B1;11;0.77;0.45;Condition normale pour la saison.
MMB1094;2017-06-15;S01;Z02;B1;11;0.25;0.32;Condition normale pour la saison.
MMB1094;2017-07-15;S01;Z02;B1;11;0.32;0.34;Condition normale pour la saison.
MMB1094;2017-08-15;S01;Z02;B1;11;0.16;0.47;Légère variabilité observée.
MMB1094;2017-09-15;S01;Z02;B1;11;0.43;0.24;Condition normale pour la saison.
MMB1094;2017-10-15;S01;Z02;B1;11;0.27;0.56;Légère variabilité observée.
MMB1095;2017-05-15;S01;Z02;B1;11;0.90;0.33;Condition normale pour la saison.
MMB1095;2017-06-15;S01;Z02;B1;11;0.90;0.28;Condition normale pour la saison.
MMB1095;2017-07-15;S01;Z02;B1;11;0.61;0.93;Rien à signaler.
MMB1095;2017-08-15;S01;Z02;B1;11;0.24;0.83;Légère variabilité observée.
MMB1095;2017-09-15;S01;Z02;B1;11;0.29;0.24;Condition normale pour la saison.
MMB1095;2017-10-15;S01;Z02;B1;11;0.70;0.63;Rien à signaler.
MMB1096;2017-05-15;S01;Z02;B1;11;0.55;0.84;Légère variabilité observée.
MMB1096;2017-06-15;S01;Z02;B1;11;0.88;0.60;Condition normale pour la saison.
MMB1096;2017-07-15;S01;Z02;B1;11;0.63;0.94;Légère variabilité observée.
MMB1096;2017-08-15;S01;Z02;B1;11;0.84;0.52;Condition normale pour la saison.
MMB1096;2017-09-15;S01;Z02;B1;11;0.89;0.64;Condition normale pour la saison.
MMB1096;2017-10-15;S01;Z02;B1;11;0.56;0.22;Condition normale pour la saison.
MMB1097;2017-05-15;S01;Z02;B1;11;0.17;0.91;Légère variabilité observée.
MMB1097;2017-06-15;S01;Z02;B1;11;0.66;0.20;Condition normale pour la saison.
MMB1097;2017-07-15;S01;Z02;B1;11;0.33;0.33;Condition normale pour la saison.
MMB1097;2017-08-15;S01;Z02;B1;11;0.56;0.53;Condition normale pour la saison.
MMB1097;2017-09-15;S01;Z02;B1;11;0.76;0.90;Rien à signaler.
MMB1097;2017-10-15;S01;Z02;B1;11;0.65;0.72;Condition normale pour la saison.
MMB1098;2017-05-15;S01;Z02;B1;11;0.30;0.17;Condition normale pour la saison.
MMB1098;2017-06-15;S01;Z02;B1;11;0.88;0.39;Rien à signaler.
MMB1098;2017-07-15;S01;Z02;B1;11;0.56;0.92;Légère variabilité observée.
MMB1098;2017-08-15;S01;Z02;B1;11;0.27;0.86;Condition normale pour la saison.
MMB1098;2017-09-15;S01;Z02;B1;11;0.43;0.22;Condition normale pour la saison.
MMB1098;2017-10-15;S01;Z02;B1;11;0.55;0.78;Rien à signaler.
MMB1099;2017-05-15;S01;Z02;B1;11;0.13;0.33;Condition normale pour la saison.
MMB1099;2017-06-15;S01;Z02;B1;11;0.06;0.93;Rien à signaler.
MMB1099;2017-07-15;S01;Z02;B1;11;0.91;0.26;Rien à signaler.
MMB1099;2017-08-15;S01;Z02;B1;11;0.68;0.05;Condition normale pour la saison.
MMB1099;2017-09-15;S01;Z02;B1;11;0.55;0.71;Condition normale pour la saison.
MMB1099;2017-10-15;S01;Z02;B1;11;0.88;0.30;Légère variabilité observée.
MMB1100;2017-05-15;S01;Z02;B1;11;0.40;0.12;Légère variabilité observée.
MMB1100;2017-06-15;S01;Z02;B1;11;0.62;0.90;Légère variabilité observée.
MMB1100;2017-07-15;S01;Z02;B1;11;0.30;0.84;Condition normale pour la saison.
MMB1100;2017-08-15;S01;Z02;B1;11;0.82;0.12;Rien à signaler.
MMB1100;2017-09-15;S01;Z02;B1;11;0.76;0.06;Rien à signaler.
MMB1100;2017-10-15;S01;Z02;B1;11;0.95;0.54;Légère variabilité observée.
MMB2001;2017-05-15;S01;Z02;B2;11;0.31;0.44;Légère variabilité observée.
MMB2001;2017-06-15;S01;Z02;B2;11;0.59;0.35;Légère variabilité observée.
MMB2001;2017-07-15;S01;Z02;B2;11;0.86;0.79;Légère variabilité observée.
MMB2001;2017-08-15;S01;Z02;B2;11;0.89;0.36;Condition normale pour la saison.
MMB2001;2017-09-15;S01;Z02;B2;11;0.78;0.77;Condition normale pour la saison.
MMB2001;2017-10-15;S01;Z02;B2;11;0.63;0.31;Rien à signaler.
MMB2002;2017-05-15;S01;Z02;B2;11;0.59;0.91;Légère variabilité observée.
MMB2002;2017-06-15;S01;Z02;B2;11;0.95;0.78;Condition normale pour la saison.
MMB2002;2017-07-15;S01;Z02;B2;11;0.56;0.31;Légère variabilité observée.
MMB2002;2017-08-15;S01;Z02;B2;11;0.20;0.66;Légère variabilité observée.
MMB2002;2017-09-15;S01;Z02;B2;11;0.76;0.15;Légère variabilité observée.
MMB2002;2017-10-15;S01;Z02;B2;11;0.76;0.94;Condition normale pour la saison.
MMB2003;2017-05-15;S01;Z02;B2;11;0.28;0.37;Rien à signaler.
MMB2003;2017-06-15;S01;Z02;B2;11;0.82;0.23;Condition normale pour la saison.
MMB2003;2017-07-15;S01;Z02;B2;11;0.67;0.53;Condition normale pour la saison.
MMB2003;2017-08-15;S01;Z02;B2;11;0.61;0.27;Légère variabilité observée.
MMB2003;2017-09-15;S01;Z02;B2;11;0.25;0.75;Condition normale pour la saison.
MMB2003;2017-10-15;S01;Z02;B2;11;0.58;0.45;Rien à signaler.
